Counter_Type,Counter_Height,Dome,Section,Meter,Sample,Formation,Group,Composite_Height,Use,Microanalysis_Type,Facies,WaterDepth,Min,d13C,d18O,d13Corg,CAP13C,d34SCAS,d34Spy,Dd34S,TOC,Pyrite,SO4,Ca44_40,Ca44_42,Ca44_43,d26Mg,d25Mg,Mn_ppm,Sr_ppm,Fe_ppm,Na_ppm,Mg_ppm,Al_ppm,P_ppm,S_ppm,K_ppm,Ca_ppm,Ti_ppm,Li_ppm,Be_ppm,B_ppm,Sc_ppm,V_ppm,Cr_ppm,Ba_ppm,Cd_ppm,Cu_ppm,Ni_ppm,Pb_ppm,Zn_ppm,Y_ppm,Zr_ppm,Mg_MgCa,Sr_Ca_mmol_mol,Mg_Ca_mmol_mol,Mn_Ca_mmol_mol,U_Ca_mmol_mol,Mn_Sr_mmol_mol,Mn_Sr_ppm,Al_Acetic_ppm,Ca_Acetic,Fe_Acetic_ppm,K_Acetic_ppm,Mg_Acetic_ppm,Mn_Acetic_ppm,Na_Acetic_ppm,S_Acetic_ppm,Sr_Acetic_ppm,N,mean_pct_carb,d13C_VPDB,d18O_VPDB_mineral,d18Ow_VSMOW,d18Ow_VSMOW_1SE_lower,d18Ow_VSMOW_1SE_upper,d18Ow_VSMOW_2SE_lower,d18Ow_VSMOW_2SE_upper,d18Ow_VSMOW_lower,d18Ow_VSMOW_upper,D47,SE,SE_2,SD,CL_95_pct,T_MIT,T_MIT_SE_lower,T_MIT_SE_upper,T_MIT_2SE_lower,T_MIT_2SE_upper,T_MIT_95CL_lower,T_MIT_95CL_upper,D48,D48_SE,D48_SD,D48_95_CL,Mineralogy,Type,Form_T,err_Form_T,Calibration,Author,ordering_ratio,Mg,alt_Sample,Counter,Location,Country_Min,Formation,T_Petersen,d47_VPDB,d18Ow_VSMOW_MK77,d18Ow_VSMOW_MK77_upper,d18Ow_VSMOW_MK77_lower,d18Ow_VSMOW_H14,d18Ow_VSMOW_H14_upper,d18Ow_VSMOW_H14_lower,d18Ow_VSMOW_H14_lower,d18Ow_VSMOW_V05,d18Ow_VSMOW_V05_upper,d18Ow_VSMOW_V05_lower,d18Ow_VSMOW_KON97,d18Ow_VSMOW_KON97_upper,d18Ow_VSMOW_KON97_lower,d18Ow_VSMOW_A21,d18Ow_VSMOW_A21,d18Ow_VSMOW_A21_upper,d18Ow_VSMOW_A21_lower,Data_Reference,Published
1619,,MD,MDE,1,MDE_1,Khufai,pre,50.6,0,,,,CA,4.18,-4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1336,,MD,MDE,2,MDE_2,Khufai,pre,51.6,0,,,,CA,3.18,-3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1391,,GSB,MQT,4096,MQT_4096,M. Bay,pre,52,0,,silty limestone,,CA,2.9,-3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
663,,KD,KDS,42.1,KDS_42.1,Khufai,pre,52.1,0,,,,CA,5.22,-5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1226,,KD,KDS,43,KDS_43,Khufai,pre,53,0,,,,CA,5.52,-5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
664,,KD,KDS,43.3,KDS_43.3,Khufai,pre,53.3,0,,,,CA,5.63,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
665,,KD,KDS,43.6,KDS_43.6,Khufai,pre,53.6,0,,,,CA,4.24,-5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
666,,KD,KDS,44.5,KDS_44.5,Khufai,pre,54.5,0,,,,CA,5.7,-3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
556,,MD,MDE,5,MDE_5,Khufai,pre,54.6,0,,,,CA,3.7,-6.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
667,,KD,KDS,45.3,KDS_45.3,Khufai,pre,55.3,0,,,,CA,5.04,-5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1227,,KD,KDS,46.2,KDS_46.2,Khufai,pre,56.2,0,,,,CA,5.04,-5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
952,,GSB,MQT,4090,MQT_4090,M. Bay,pre,58,0,,silty limestone,,CA,0.09,-3.53,-29.74466667,29.83,16.77998867,4.42072334,12.35926533,0.55005,2.362587031,1000,,,,,,889.305,333.734,2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.664712016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
668,,KD,KDS,48.6,KDS_48.6,Khufai,pre,58.6,0,,,,CA,5.68,-4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1337,,MD,MDE,9,MDE_9,Khufai,pre,58.6,0,,,,CA,4.16,-5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
461,,SOSB,TM6,2870,TM6_2870,Khufai,pre,59.125,0,,,,CA,4.72,-7.49,-32.46,37.18,,,,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes
669,,KD,KDS,49.7,KDS_49.7,Khufai,pre,59.7,0,,,,CA,3.48,-5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
670,,KD,KDS,51.1,KDS_51.1,Khufai,pre,61.1,0,,,,CA,5.39,-5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
671,,KD,KDS,51.7,KDS_51.7,Khufai,pre,61.7,0,,,,CA,5.51,-5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1228,,KD,KDS,53.1,KDS_53.1,Khufai,pre,63.1,0,,,,CA,5.17,-5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1338,,MD,MDE,14,MDE_14,Khufai,pre,63.6,0,,,,CA,3.9,-6.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
672,,KD,KDS,54.6,KDS_54.6,Khufai,pre,64.6,0,,,,CA,5.43,-5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
505,,MD,MDE,16,MDE_16,Khufai,pre,65.6,0,,,,CA,4.53,-6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
256,,KD,KDS,55.9,KDS_55.9,Khufai,pre,65.9,0,,,,CA,4.91,-5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
673,,KD,KDS,56.5,KDS_56.5,Khufai,pre,66.5,0,,,,CA,5.04,-5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1229,,KD,KDS,57.5,KDS_57.5,Khufai,pre,67.5,0,,,,CA,4.18,-5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
942,,MD,MDE,18.2,MDE_18.2,Khufai,pre,67.8,0,,,,CA,4.61,-6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1392,,GSB,MQT,4080,MQT_4080,M. Bay,pre,68,0,,silty limestone,,CA,1.69,-6.89,-31.058,32.75,,0.672265831,,0.96645,1.409334688,,,,,,,1240,317.941,1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.900094672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
674,,KD,KDS,58.6,KDS_58.6,Khufai,pre,68.6,0,,,,CA,4.31,-4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
943,,MD,MDE,19.2,MDE_19.2,Khufai,pre,68.8,0,,,,CA,5.7,-2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
675,,KD,KDS,59.3,KDS_59.3,Khufai,pre,69.3,0,,,,CA,5.73,-4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
557,,MD,MDE,20.1,MDE_20.1,Khufai,pre,69.7,0,,,,CA,4.06,-6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
676,,KD,KDS,60.4,KDS_60.4,Khufai,pre,70.4,0,,,,CA,5.5,-3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
953,,GSB,MQT,4076,MQT_4076,M. Bay,pre,72,0,,silty limestone,,CA,1.76,-6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
677,,KD,KDS,62.1,KDS_62.1,Khufai,pre,72.1,0,,,,CA,6.13,-4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1339,,MD,MDE,23,MDE_23,Khufai,pre,72.6,0,,,,CA,4.4,-7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1230,,KD,KDS,63.3,KDS_63.3,Khufai,pre,73.3,0,,,,CA,6.07,-4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
534,,GSB,MQT,4074,MQT_4074,M. Bay,pre,74,0,,silty limestone,,CA,2.07,-6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
678,,KD,KDS,64.1,KDS_64.1,Khufai,pre,74.1,0,,,,CA,6.21,-4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
19,,MD,MDE,25,MDE_25,Khufai,pre,74.6,0,,,,CA,-6.4,-8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
679,,KD,KDS,64.9,KDS_64.9,Khufai,pre,74.9,0,,,,CA,3.67,-4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1231,,KD,KDS,66,KDS_66,Khufai,pre,76,0,,,,CA,5.86,-4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1393,,GSB,MQT,4072,MQT_4072,M. Bay,pre,76,0,,silty limestone,,CA,2.45,-9.31,-31.0360192,33.49,18.1876223,1.145565994,17.04205631,1.2901,0.747533281,1700,,,,,,476.571,334.154,1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.426201691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
680,,KD,KDS,67,KDS_67,Khufai,pre,77,0,,,,CA,6,-4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
954,,GSB,MQT,4070,MQT_4070,M. Bay,pre,78,0,,silty limestone,,CA,2.14,-6.08,-30.48233333,32.63,19.66532563,2.204748624,17.46057701,,,560,,,,,,433.27,356.544,13580,560,46560,6120,470,9984.63514,3030,172470,116.98088,20.63,0.733,,1.688,193.885,89.018,,,,,,,,,0.21257362,,,,,,1.215193637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
1232,,KD,KDS,68.1,KDS_68.1,Khufai,pre,78.1,0,,,,CA,4.76,-4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1233,,KD,KDS,69.1,KDS_69.1,Khufai,pre,79.1,0,,,,CA,5.54,-4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1394,,GSB,MQT,4068,MQT_4068,Khufai,pre,80,0,,silty limestone,,CA,2.46,-7.27,,,,,,,,,,,,,,242.865,,10830,710,46770,5430,420,7237.13241,2430,180340,106.72838,16.449,0.523,,1.434,183.25,43.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
20,,MD,MDE,31.1,MDE_31.1,Khufai,pre,80.7,0,,,,CA,4.29,-7.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
681,,KD,KDS,73.2,KDS_73.2,Khufai,pre,83.2,0,,,,CA,5.81,-4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
460,,SOSB,TM6,2865,TM6_2865,Khufai,pre,83.85,0,,,,CA,5.13,-7.25,-33.34,38.47,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee_2015, Lee_thesis",Yes
682,,KD,KDS,74.7,KDS_74.7,Khufai,pre,84.7,0,,,,CA,4.44,-4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
683,,KD,KDS,75.3,KDS_75.3,Khufai,pre,85.3,0,,,,CA,2.97,-3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
684,,KD,KDS,75.9,KDS_75.9,Khufai,pre,85.9,0,,,,CA,4.78,-4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
685,,KD,KDS,76.5,KDS_76.5,Khufai,pre,86.5,0,,,,CA,5.78,-4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
21,,MD,MDE,37.4,MDE_37.4,Khufai,pre,87,0,,,,CA,3.33,-2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
1234,,KD,KDS,77.6,KDS_77.6,Khufai,pre,87.6,0,,,,CA,5.78,-4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
955,,GSB,MQT,4060,MQT_4060,Khufai,pre,88,0,,silty limestone,,CA,2.95,-8.21,-30.70466667,33.65,21.22389766,-0.420934904,21.64483257,,,200,,,,,,423.813,418.046,7915,525,61220,2650,210,6134.13244,1380,231350,,10.624,0.189,,0.832,55.319,109.846,,,,,,,,,0.160330855,,,,,,1.013795133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
22,,MD,MDE,39,MDE_39,Khufai,pre,88.6,0,,,,CA,3.27,-1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
686,,KD,KDS,78.7,KDS_78.7,Khufai,pre,88.7,0,,,,CA,3.49,-5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
687,,KD,KDS,79.7,KDS_79.7,Khufai,pre,89.7,0,,,,CA,1.22,-4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
23,,MD,MDE,41,MDE_41,Khufai,pre,90.6,0,,,2,CA,3.89,-5.46,,,,,,,,,-1.079588412,-0.213008163,-0.103970982,-1.4831515,-0.78604025,,,,,,,,,,,,,,,,,,,,,,,,,,,0.452007371,930.5963755,1033.498883,0.137837516,2.286464664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Busch_2022,Yes
24,,MD,MDE,41,MDE_41,Khufai,pre,90.6,0,,,,CA,3.81,-4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
688,,KD,KDS,81.3,KDS_81.3,Khufai,pre,91.3,0,,,,CA,5.34,-4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
286,,GSB,MQT,4056,MQT_4056,Khufai,pre,92,0,,limestone,,CA,,,,,,,,,,,,,,,,233,,12100,1200,55500,5000,210,4620,1900,259000,,15.2,0.3,23,1.2,51,30.7,,,,,,,,,0.176470588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
1235,,KD,KDS,82.4,KDS_82.4,Khufai,pre,92.4,0,,,,CA,3.88,-8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
25,,MD,MDE,44.3,MDE_44.3,Khufai,pre,93.9,0,,,,CA,4.38,-6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
689,,KD,KDS,84.5,KDS_84.5,Khufai,pre,94.5,0,,,,DL,4.57,-1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
255,,KD,KDS,85.6,KDS_85.6,Khufai,pre,95.6,0,,,,DL,5.23,-1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
26,,MD,MDE,46.3,MDE_46.3,Khufai,pre,95.9,0,,,,CA,4.57,-6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
690,,KD,KDS,86.5,KDS_86.5,Khufai,pre,96.5,0,,,,DL,5.03,-1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
691,,KD,KDS,87.8,KDS_87.8,Khufai,pre,97.8,0,,,,DL,4.19,-2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this study,No
73,,GSB,MQT,4050,MQT_4050,Khufai,pre,98,0,,limestone,,CA,3.37,-9.32,,,21.67110487,-3.138423241,24.80952811,1.16545,0.650944531,25,,,,,,200.681,369.649,10060,350,42230,2320,170,4108.33916,960,231540,,9.952,0.298,,0.716,48.397,68.719,,,,,,,,,0.154253571,,,,,,0.542896099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fike_2006,Yes
